tile,score,parent
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190106/48001F003202511190106 czarno/brudne_48001F003202511190106 czarno_x007_y002.bmp,743.6615592155758,48001F003202511190106 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190037/48001F003202511190037/brudne_48001F003202511190037_x005_y001.bmp,743.4563273168751,48001F003202511190037
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190037/48001F003202511190037 czarno/brudne_48001F003202511190037 czarno_x005_y001.bmp,742.990317912223,48001F003202511190037 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190111/48001F003202511190111/brudne_48001F003202511190111_x003_y001.bmp,742.8766716362588,48001F003202511190111
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190119/48001F003202511190119 czarno/brudne_48001F003202511190119 czarno_x005_y002.bmp,742.8560852261726,48001F003202511190119 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190073/48001F003202511190073 czarno/brudne_48001F003202511190073 czarno_x001_y002.bmp,742.5127085449676,48001F003202511190073 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190092/48001F003202511190092/brudne_48001F003202511190092_x005_y002.bmp,742.2048494032388,48001F003202511190092
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190087/48001F003202511190087 czarno/brudne_48001F003202511190087 czarno_x003_y002.bmp,742.063621416688,48001F003202511190087 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190116/48001F003202511190116 czarno/brudne_48001F003202511190116 czarno_x003_y002.bmp,741.4465951292404,48001F003202511190116 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190090/48001F003202511190090/brudne_48001F003202511190090_x001_y002.bmp,741.1402033150116,48001F003202511190090
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190116/48001F003202511190116/brudne_48001F003202511190116_x003_y002.bmp,740.9036498435344,48001F003202511190116
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190111/48001F003202511190111 czarno/brudne_48001F003202511190111 czarno_x003_y001.bmp,740.8455037622516,48001F003202511190111 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190091/48001F003202511190091 czarno/brudne_48001F003202511190091 czarno_x003_y002.bmp,740.5589599828854,48001F003202511190091 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190090/48001F003202511190090 czarno/brudne_48001F003202511190090 czarno_x001_y002.bmp,740.504564453182,48001F003202511190090 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190102/48001F003202511190102 czarno/brudne_48001F003202511190102 czarno_x003_y002.bmp,739.3758931197226,48001F003202511190102 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190112/48001F003202511190112/brudne_48001F003202511190112_x003_y002.bmp,739.3082645214745,48001F003202511190112
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190095/48001F003202511190095 czarno/brudne_48001F003202511190095 czarno_x002_y002.bmp,739.1627490543215,48001F003202511190095 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190102/48001F003202511190102/brudne_48001F003202511190102_x003_y002.bmp,738.8629473054461,48001F003202511190102
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190047/48001F003202511190047/brudne_48001F003202511190047_x005_y002.bmp,738.8055034811259,48001F003202511190047
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190095/48001F003202511190095/brudne_48001F003202511190095_x002_y002.bmp,738.1767744446734,48001F003202511190095
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190091/48001F003202511190091/brudne_48001F003202511190091_x003_y002.bmp,738.1183209107294,48001F003202511190091
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190112/48001F003202511190112 czarno/brudne_48001F003202511190112 czarno_x003_y002.bmp,737.8488841923572,48001F003202511190112 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190101/48001F003202511190101/brudne_48001F003202511190101_x005_y002.bmp,737.4224457061246,48001F003202511190101
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190063/48001F003202511190063 czarno/brudne_48001F003202511190063 czarno_x004_y002.bmp,737.3244527267561,48001F003202511190063 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190106/48001F003202511190106/brudne_48001F003202511190106_x007_y002.bmp,736.8493930535769,48001F003202511190106
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190092/48001F003202511190092 czarno/brudne_48001F003202511190092 czarno_x005_y002.bmp,736.7786702081539,48001F003202511190092 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190108/48001F003202511190108/brudne_48001F003202511190108_x003_y002.bmp,736.7667625958566,48001F003202511190108
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190108/48001F003202511190108 czarno/brudne_48001F003202511190108 czarno_x003_y002.bmp,736.0011499031098,48001F003202511190108 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190087/48001F003202511190087/brudne_48001F003202511190087_x003_y002.bmp,735.9871787892516,48001F003202511190087
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190101/48001F003202511190101 czarno/brudne_48001F003202511190101 czarno_x005_y002.bmp,735.9245691299438,48001F003202511190101 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190047/48001F003202511190047 czarno/brudne_48001F003202511190047 czarno_x005_y002.bmp,735.2810341776931,48001F003202511190047 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190106/48001F003202511190106/brudne_48001F003202511190106_x003_y002.bmp,735.1193669973327,48001F003202511190106
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190109/48001F003202511190109 czarno/brudne_48001F003202511190109 czarno_x005_y002.bmp,734.2872123928428,48001F003202511190109 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190034/48001F003202511190034/brudne_48001F003202511190034_x000_y001.bmp,733.9767227828597,48001F003202511190034
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190067/48001F003202511190067/brudne_48001F003202511190067_x005_y002.bmp,733.9254631707772,48001F003202511190067
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190097/48001F003202511190097 czarno/brudne_48001F003202511190097 czarno_x002_y002.bmp,733.2719567234162,48001F003202511190097 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190088/48001F003202511190088 czarno/brudne_48001F003202511190088 czarno_x003_y002.bmp,733.0682668849477,48001F003202511190088 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190095/48001F003202511190095/brudne_48001F003202511190095_x000_y002.bmp,732.8874280718483,48001F003202511190095
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190089/48001F003202511190089 czarno/brudne_48001F003202511190089 czarno_x002_y002.bmp,732.7459535219568,48001F003202511190089 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190073/48001F003202511190073/brudne_48001F003202511190073_x001_y002.bmp,732.7239590704121,48001F003202511190073
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190098/48001F003202511190098 czarno/brudne_48001F003202511190098 czarno_x008_y002.bmp,732.322334428376,48001F003202511190098 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190095/48001F003202511190095 czarno/brudne_48001F003202511190095 czarno_x000_y002.bmp,732.1432391477028,48001F003202511190095 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190106/48001F003202511190106 czarno/brudne_48001F003202511190106 czarno_x003_y002.bmp,732.0283613149659,48001F003202511190106 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190104/48001F003202511190104/brudne_48001F003202511190104_x003_y002.bmp,731.872521701167,48001F003202511190104
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190067/48001F003202511190067 czarno/brudne_48001F003202511190067 czarno_x005_y002.bmp,731.7093723077014,48001F003202511190067 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190104/48001F003202511190104 czarno/brudne_48001F003202511190104 czarno_x003_y002.bmp,731.6495244650614,48001F003202511190104 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190034/48001F003202511190034 czarno/brudne_48001F003202511190034 czarno_x000_y001.bmp,731.4034517347463,48001F003202511190034 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190117/48001F003202511190117/brudne_48001F003202511190117_x005_y002.bmp,731.3524883851787,48001F003202511190117
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190074/48001F003202511190074/brudne_48001F003202511190074_x002_y002.bmp,731.1745432457574,48001F003202511190074
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190038/48001F003202511190038 czarno/brudne_48001F003202511190038 czarno_x000_y001.bmp,731.134005729109,48001F003202511190038 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190088/48001F003202511190088/brudne_48001F003202511190088_x003_y002.bmp,731.0801637423137,48001F003202511190088
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190038/48001F003202511190038/brudne_48001F003202511190038_x000_y001.bmp,730.765300028088,48001F003202511190038
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190097/48001F003202511190097/brudne_48001F003202511190097_x002_y002.bmp,730.2592675551168,48001F003202511190097
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190093/48001F003202511190093 czarno/brudne_48001F003202511190093 czarno_x000_y002.bmp,729.0532503315226,48001F003202511190093 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190097/48001F003202511190097 czarno/brudne_48001F003202511190097 czarno_x001_y002.bmp,729.0185395465815,48001F003202511190097 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190086/48001F003202511190086 czarno/brudne_48001F003202511190086 czarno_x002_y002.bmp,728.3396309713462,48001F003202511190086 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190107/48001F003202511190107/brudne_48001F003202511190107_x005_y002.bmp,728.0220643343782,48001F003202511190107
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190109/48001F003202511190109/brudne_48001F003202511190109_x005_y002.bmp,728.0117715988454,48001F003202511190109
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190077/48001F003202511190077 czarno/brudne_48001F003202511190077 czarno_x001_y002.bmp,727.5768671035767,48001F003202511190077 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190089/48001F003202511190089/brudne_48001F003202511190089_x002_y002.bmp,727.5710020295264,48001F003202511190089
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190098/48001F003202511190098/brudne_48001F003202511190098_x008_y002.bmp,727.452059313222,48001F003202511190098
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190097/48001F003202511190097/brudne_48001F003202511190097_x001_y002.bmp,727.3822004339308,48001F003202511190097
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190100/48001F003202511190100/brudne_48001F003202511190100_x008_y001.bmp,727.339093314662,48001F003202511190100
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190085/48001F003202511190085 czarno/brudne_48001F003202511190085 czarno_x003_y002.bmp,727.1137019506568,48001F003202511190085 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190039/48001F003202511190039/brudne_48001F003202511190039_x002_y001.bmp,726.4552161949141,48001F003202511190039
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190107/48001F003202511190107/brudne_48001F003202511190107_x004_y002.bmp,726.3918823655731,48001F003202511190107
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190100/48001F003202511190100 czarno/brudne_48001F003202511190100 czarno_x008_y001.bmp,726.3173452754418,48001F003202511190100 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190104/48001F003202511190104 czarno/brudne_48001F003202511190104 czarno_x007_y002.bmp,726.1922343718506,48001F003202511190104 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190107/48001F003202511190107 czarno/brudne_48001F003202511190107 czarno_x004_y002.bmp,726.160572844532,48001F003202511190107 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190034/48001F003202511190034 czarno/brudne_48001F003202511190034 czarno_x002_y001.bmp,726.053566102928,48001F003202511190034 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190093/48001F003202511190093/brudne_48001F003202511190093_x000_y002.bmp,725.9393726011367,48001F003202511190093
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190039/48001F003202511190039 czarno/brudne_48001F003202511190039 czarno_x002_y001.bmp,725.7273521432799,48001F003202511190039 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190099/48001F003202511190099/brudne_48001F003202511190099_x000_y002.bmp,725.6644610945514,48001F003202511190099
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190093/48001F003202511190093 czarno/brudne_48001F003202511190093 czarno_x002_y002.bmp,725.5568743939839,48001F003202511190093 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190099/48001F003202511190099 czarno/brudne_48001F003202511190099 czarno_x000_y002.bmp,725.0783284223908,48001F003202511190099 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190096/48001F003202511190096 czarno/brudne_48001F003202511190096 czarno_x008_y002.bmp,725.0055021853768,48001F003202511190096 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190090/48001F003202511190090 czarno/brudne_48001F003202511190090 czarno_x003_y002.bmp,724.716801155013,48001F003202511190090 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190112/48001F003202511190112 czarno/brudne_48001F003202511190112 czarno_x008_y002.bmp,724.6478952502512,48001F003202511190112 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190041/48001F003202511190041/brudne_48001F003202511190041_x000_y002.bmp,724.2738477879357,48001F003202511190041
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190034/48001F003202511190034/brudne_48001F003202511190034_x002_y001.bmp,723.8971257212143,48001F003202511190034
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190110/48001F003202511190110/brudne_48001F003202511190110_x003_y002.bmp,723.6957684562694,48001F003202511190110
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190041/48001F003202511190041 czarno/brudne_48001F003202511190041 czarno_x000_y002.bmp,723.6100820922875,48001F003202511190041 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190096/48001F003202511190096/brudne_48001F003202511190096_x008_y002.bmp,723.5364061376458,48001F003202511190096
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190110/48001F003202511190110 czarno/brudne_48001F003202511190110 czarno_x003_y002.bmp,722.9383126832545,48001F003202511190110 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190086/48001F003202511190086/brudne_48001F003202511190086_x002_y002.bmp,722.6945297695383,48001F003202511190086
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190107/48001F003202511190107 czarno/brudne_48001F003202511190107 czarno_x005_y002.bmp,722.6005966333068,48001F003202511190107 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190097/48001F003202511190097/brudne_48001F003202511190097_x003_y002.bmp,722.525126396944,48001F003202511190097
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190112/48001F003202511190112/brudne_48001F003202511190112_x008_y002.bmp,721.7873459357215,48001F003202511190112
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190059/48001F003202511190059 czarno/brudne_48001F003202511190059 czarno_x005_y002.bmp,721.1086380357301,48001F003202511190059 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190081/48001F003202511190081/brudne_48001F003202511190081_x003_y002.bmp,720.9281538501964,48001F003202511190081
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190107/48001F003202511190107 czarno/brudne_48001F003202511190107 czarno_x002_y002.bmp,720.551074235249,48001F003202511190107 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190107/48001F003202511190107/brudne_48001F003202511190107_x002_y002.bmp,720.4364951677017,48001F003202511190107
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190081/48001F003202511190081 czarno/brudne_48001F003202511190081 czarno_x001_y002.bmp,720.4014781819751,48001F003202511190081 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190113/48001F003202511190113 czarno/brudne_48001F003202511190113 czarno_x005_y002.bmp,720.319877573289,48001F003202511190113 czarno
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190077/48001F003202511190077/brudne_48001F003202511190077_x001_y002.bmp,720.2726803347796,48001F003202511190077
