tile,score,prob_contaminated,anomaly_norm,clf_norm,final_score
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190088/48001F003202511190088/brudne_48001F003202511190088_x004_y002.bmp,0.7106794118881226,0.964542446011703,0.92801175746435,0.9641707109019417,0.9406673911675072
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190097/48001F003202511190097/brudne_48001F003202511190097_x000_y002.bmp,0.7060556411743164,0.9892450948238386,0.9133350836485233,0.9892462476990369,0.939903991066203
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190084/48001F003202511190084/brudne_48001F003202511190084_x003_y002.bmp,0.7140146493911743,0.9425167817442835,0.9385983968027675,0.9418125678939412,0.9397233566846783
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190109/48001F003202511190109 czarno/brudne_48001F003202511190109 czarno_x005_y002.bmp,0.7059084177017212,0.9892677266341038,0.9128677700598842,0.9892692211378534,0.9396082779371734
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190093/48001F003202511190093 czarno/brudne_48001F003202511190093 czarno_x002_y002.bmp,0.7098832726478577,0.9647477103977068,0.9254846693657861,0.9643790737663258,0.9390977109059749
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190097/48001F003202511190097 czarno/brudne_48001F003202511190097 czarno_x000_y002.bmp,0.7055194973945618,0.9897945687118832,0.9116332675635804,0.9898040159288122,0.9389930294914115
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190109/48001F003202511190109/brudne_48001F003202511190109_x005_y002.bmp,0.705551266670227,0.9887809787669122,0.9117341089169183,0.9887751257820276,0.9386984648197065
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190085/48001F003202511190085/brudne_48001F003202511190085_x000_y002.bmp,0.7072545289993286,0.9788291849866748,0.9171405676654818,0.978673109069923,0.9386769571570363
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190111/48001F003202511190111 czarno/brudne_48001F003202511190111 czarno_x005_y002.bmp,0.7070269584655762,0.9775065475134292,0.9164182181588324,0.9773305063036443,0.9377375190095165
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190084/48001F003202511190084 czarno/brudne_48001F003202511190084 czarno_x003_y002.bmp,0.7128907442092896,0.9418303472051384,0.9350309210831806,0.9411157715837141,0.9371606187583673
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190085/48001F003202511190085 czarno/brudne_48001F003202511190085 czarno_x000_y002.bmp,0.7062628865242004,0.9790607578912172,0.9139929173925307,0.9789081775815317,0.936713258458681
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190119/48001F003202511190119/brudne_48001F003202511190119_x005_y002.bmp,0.7057040333747864,0.9818624668679338,0.9122190177135507,0.9817521785255072,0.9365556239977355
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190111/48001F003202511190111/brudne_48001F003202511190111_x005_y002.bmp,0.7063251733779907,0.9778274774418524,0.9141906269877242,0.9776562806888394,0.9364036057831145
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190119/48001F003202511190119 czarno/brudne_48001F003202511190119 czarno_x005_y002.bmp,0.7053624987602234,0.9826230761642404,0.9111349258662219,0.9825242692653626,0.9361211960559211
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190099/48001F003202511190099 czarno/brudne_48001F003202511190099 czarno_x000_y002.bmp,0.7024381756782532,0.9835414494990232,0.9018526022687269,0.983456505501442,0.9304139684001772
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190099/48001F003202511190099/brudne_48001F003202511190099_x000_y002.bmp,0.7023828625679016,0.9832805340736014,0.9016770285803636,0.9831916515418181,0.9302071466168726
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190093/48001F003202511190093/brudne_48001F003202511190093_x000_y002.bmp,0.703485369682312,0.9722789815938266,0.9051765830131806,0.9720240299588144,0.9285731894441525
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190109/48001F003202511190109 czarno/brudne_48001F003202511190109 czarno_x002_y002.bmp,0.6995846629142761,0.9910831515976636,0.8927950432636622,0.9911120500515586,0.927205995639426
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190108/48001F003202511190108 czarno/brudne_48001F003202511190108 czarno_x006_y002.bmp,0.7091662883758545,0.9347729514164778,0.9232088332695351,0.933951843976757,0.9269688870170627
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190093/48001F003202511190093 czarno/brudne_48001F003202511190093 czarno_x000_y002.bmp,0.7023938298225403,0.9726299273004202,0.9017118406047805,0.9723802732121754,0.9264457920173688
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190111/48001F003202511190111/brudne_48001F003202511190111_x002_y002.bmp,0.6985228657722473,0.9913779107438764,0.8894247095519142,0.9914112586049955,0.9251200017204926
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190108/48001F003202511190108/brudne_48001F003202511190108_x006_y002.bmp,0.7087332010269165,0.9314369871674536,0.9218341366966395,0.9305655231446727,0.9248901219534511
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190111/48001F003202511190111 czarno/brudne_48001F003202511190111 czarno_x002_y002.bmp,0.6982560753822327,0.9917688238541968,0.8885778692188175,0.9918080725724714,0.9247084403925964
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190109/48001F003202511190109/brudne_48001F003202511190109_x002_y002.bmp,0.6982132196426392,0.9903645528713882,0.888441837449493,0.990382604033842,0.9241211057540151
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190100/48001F003202511190100 czarno/brudne_48001F003202511190100 czarno_x009_y002.bmp,0.7298604249954224,0.8065691241996141,0.9888957178199882,0.8038127721973134,0.9241166868520521
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190074/48001F003202511190074 czarno/brudne_48001F003202511190074 czarno_x002_y002.bmp,0.7071179151535034,0.9348379611396306,0.9167069309265503,0.9340178350256314,0.9227657473612287
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190082/48001F003202511190082 czarno/brudne_48001F003202511190082 czarno_x001_y002.bmp,0.7257081270217896,0.8247533119086813,0.975715582662516,0.8222714513248729,0.922010136694341
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190117/48001F003202511190117 czarno/brudne_48001F003202511190117 czarno_x005_y002.bmp,0.7059035301208496,0.9388565927345166,0.9128522560055246,0.938097128108648,0.9216879612416178
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190108/48001F003202511190108/brudne_48001F003202511190108_x007_y002.bmp,0.7150812745094299,0.8844084434250331,0.9419840553730903,0.882827080676611,0.9212791142293226
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190117/48001F003202511190117/brudne_48001F003202511190117_x005_y002.bmp,0.7061322927474976,0.9355720946696986,0.9135783894278715,0.9347630503459479,0.9209930207491982
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190118/48001F003202511190118/brudne_48001F003202511190118_x005_y002.bmp,0.703912079334259,0.9463616838523008,0.9065310356370946,0.9457155090329276,0.9202456013256362
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190100/48001F003202511190100/brudne_48001F003202511190100_x009_y002.bmp,0.7283881902694702,0.8036594302201148,0.9842225819335969,0.8008591562103761,0.9200453829304696
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190082/48001F003202511190082/brudne_48001F003202511190082_x001_y002.bmp,0.7255091667175293,0.8186619013479217,0.9750840471326062,0.8160880905515334,0.9194354623292307
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190074/48001F003202511190074/brudne_48001F003202511190074_x002_y002.bmp,0.7055379152297974,0.9323105810750556,0.9116917290611065,0.9314523040053968,0.9186079302916081
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190108/48001F003202511190108 czarno/brudne_48001F003202511190108 czarno_x007_y002.bmp,0.714687168598175,0.8757450659054861,0.9407330928435024,0.8740329289469467,0.9173880354797079
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190099/48001F003202511190099/brudne_48001F003202511190099_x001_y002.bmp,0.7268215417861938,0.8029554699844395,0.979249759923965,0.8001445696521647,0.9165629433288349
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190100/48001F003202511190100 czarno/brudne_48001F003202511190100 czarno_x007_y002.bmp,0.7044252753257751,0.929035299685844,0.9081600113448609,0.9281275820445813,0.915148661089763
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190099/48001F003202511190099 czarno/brudne_48001F003202511190099 czarno_x001_y002.bmp,0.7255908250808716,0.8057850385874572,0.9753432453578837,0.8030168507651934,0.9150290072504421
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190107/48001F003202511190107 czarno/brudne_48001F003202511190107 czarno_x003_y002.bmp,0.7216662168502808,0.8267806330151598,0.9628858380986308,0.8243293749666508,0.9143910760024379
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190107/48001F003202511190107/brudne_48001F003202511190107_x003_y002.bmp,0.7226637601852417,0.8201294597965347,0.9660522187542844,0.8175778018841094,0.9140861728497232
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190092/48001F003202511190092/brudne_48001F003202511190092_x005_y002.bmp,0.6975212097167969,0.9660919237345914,0.8862452743871042,0.9657435780852164,0.9140696806814435
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190077/48001F003202511190077/brudne_48001F003202511190077_x001_y001.bmp,0.7011975646018982,0.944005071861786,0.8979146812023564,0.9433233238412083,0.9138077061259546
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190092/48001F003202511190092 czarno/brudne_48001F003202511190092 czarno_x005_y002.bmp,0.6972087025642395,0.9667826544041158,0.8852533208870091,0.9664447353761719,0.913670315958216
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190100/48001F003202511190100/brudne_48001F003202511190100_x007_y002.bmp,0.7039820551872253,0.9267883210409692,0.9067531514885369,0.9258466851205169,0.9134358882597299
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190113/48001F003202511190113 czarno/brudne_48001F003202511190113 czarno_x004_y002.bmp,0.6923078298568726,0.9906314852031974,0.8696970758673026,0.990653565725421,0.912031847317644
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190118/48001F003202511190118 czarno/brudne_48001F003202511190118 czarno_x005_y002.bmp,0.7010624408721924,0.9376366436210852,0.8974857743580468,0.9368587637892151,0.9112663206589557
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190077/48001F003202511190077 czarno/brudne_48001F003202511190077 czarno_x001_y001.bmp,0.6999393701553345,0.9414389488639808,0.8939209473794482,0.9407184650608121,0.9103000785679256
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190118/48001F003202511190118 czarno/brudne_48001F003202511190118 czarno_x004_y002.bmp,0.7011856436729431,0.9309188898019446,0.8978768420453817,0.9300396050679474,0.9091338091032797
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190113/48001F003202511190113/brudne_48001F003202511190113_x004_y002.bmp,0.6908646821975708,0.990725881565942,0.8651162675239299,0.9907493870069974,0.9090878593430036
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190109/48001F003202511190109/brudne_48001F003202511190109_x007_y001.bmp,0.6892366409301758,0.9998217464518157,0.8599485738558775,0.9999825545260645,0.908960467090443
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190109/48001F003202511190109 czarno/brudne_48001F003202511190109 czarno_x007_y001.bmp,0.6892366409301758,0.9998217464518157,0.8599485738558775,0.9999825545260645,0.908960467090443
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190089/48001F003202511190089 czarno/brudne_48001F003202511190089 czarno_x001_y002.bmp,0.7030631303787231,0.9190397528354488,0.9038363200731322,0.9179811518070661,0.908787011180009
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190118/48001F003202511190118/brudne_48001F003202511190118_x004_y002.bmp,0.7008256316184998,0.926560995470584,0.8967340995047418,0.9256159280568326,0.9068427394979734
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190090/48001F003202511190090 czarno/brudne_48001F003202511190090 czarno_x002_y002.bmp,0.6929689645767212,0.970345224345339,0.8717956355131266,0.9700610825271495,0.9061885419680346
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190098/48001F003202511190098 czarno/brudne_48001F003202511190098 czarno_x011_y002.bmp,0.691053032875061,0.979345780932374,0.8657141262041321,0.9791975030628153,0.9054333081046713
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190090/48001F003202511190090/brudne_48001F003202511190090_x002_y002.bmp,0.6932831406593323,0.965797067009084,0.8727928864951982,0.9654442704795194,0.9052208708897105
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190098/48001F003202511190098/brudne_48001F003202511190098_x011_y002.bmp,0.6904914379119873,0.977806238835286,0.863931523519048,0.9776347214842162,0.9037276428068569
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190082/48001F003202511190082 czarno/brudne_48001F003202511190082 czarno_x002_y002.bmp,0.7211793661117554,0.7984987828897443,0.9613404869277787,0.7956206085949494,0.9033385295112885
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190112/48001F003202511190112 czarno/brudne_48001F003202511190112 czarno_x005_y002.bmp,0.7090924978256226,0.8661846267848187,0.9229746088878609,0.8643281744167803,0.9024483568229827
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190117/48001F003202511190117 czarno/brudne_48001F003202511190117 czarno_x002_y002.bmp,0.6898893713951111,0.9748125184016894,0.8620204568960343,0.9745958106587508,0.9014218307129851
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190089/48001F003202511190089/brudne_48001F003202511190089_x001_y002.bmp,0.7001109719276428,0.9145546041211188,0.8944656420441008,0.913428299500338,0.9011025721537838
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190095/48001F003202511190095 czarno/brudne_48001F003202511190095 czarno_x003_y002.bmp,0.7150658369064331,0.8259867343844276,0.9419350536648078,0.8235234923878437,0.9004910072178705
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190102/48001F003202511190102/brudne_48001F003202511190102_x008_y002.bmp,0.6852986216545105,0.9984426121396376,0.8474485975450279,0.9985826020976363,0.9003454991384408
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190119/48001F003202511190119 czarno/brudne_48001F003202511190119 czarno_x002_y002.bmp,0.6864446401596069,0.9910882092627296,0.8510862649008031,0.991117184062386,0.900097086607357
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190112/48001F003202511190112/brudne_48001F003202511190112_x005_y002.bmp,0.7081352472305298,0.8625501308914728,0.9199361245827822,0.8606388155870619,0.89918206643428
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190091/48001F003202511190091 czarno/brudne_48001F003202511190091 czarno_x002_y002.bmp,0.7006034255027771,0.9062732978732404,0.896028777618731,0.9050219864314062,0.8991764007031673
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190089/48001F003202511190089 czarno/brudne_48001F003202511190089 czarno_x002_y002.bmp,0.6935428380966187,0.9459648667622786,0.8736172125298948,0.9453127019648175,0.8987106338321177
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190102/48001F003202511190102 czarno/brudne_48001F003202511190102 czarno_x008_y002.bmp,0.684334933757782,0.9986608090276576,0.8443896800951828,0.9988040926809405,0.898434724500198
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190089/48001F003202511190089/brudne_48001F003202511190089_x002_y002.bmp,0.6935034990310669,0.94521196997431,0.8734923433118779,0.9445484401540822,0.8983619772066493
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190119/48001F003202511190119/brudne_48001F003202511190119_x002_y002.bmp,0.6856101751327515,0.9909814628247068,0.8484375239125651,0.9910088262803946,0.8983374797413054
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190117/48001F003202511190117/brudne_48001F003202511190117_x002_y002.bmp,0.6884720325469971,0.9743344200406564,0.8575215703275121,0.9741104953739048,0.8983276940937495
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190110/48001F003202511190110 czarno/brudne_48001F003202511190110 czarno_x008_y002.bmp,0.6835641860961914,0.9989606275080836,0.8419431894009752,0.999108436939548,0.8969510260394757
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190097/48001F003202511190097 czarno/brudne_48001F003202511190097 czarno_x002_y002.bmp,0.6927049160003662,0.9452704771277198,0.8709574981861341,0.9446078304765281,0.896735114487772
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190096/48001F003202511190096 czarno/brudne_48001F003202511190096 czarno_x006_y002.bmp,0.705559492111206,0.8689433108671173,0.911760217935231,0.867128501002942,0.8961391170089299
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190097/48001F003202511190097/brudne_48001F003202511190097_x002_y002.bmp,0.6917885541915894,0.9477446062392272,0.8680488021894791,0.9471193067173226,0.8957234787742243
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190118/48001F003202511190118/brudne_48001F003202511190118_x008_y002.bmp,0.6827372908592224,0.99944045887866,0.8393184762774163,0.9995955113938217,0.8954154385681582
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190093/48001F003202511190093 czarno/brudne_48001F003202511190093 czarno_x003_y002.bmp,0.7071659564971924,0.8567337456984749,0.9168594227291589,0.8547346317061233,0.8951157458710965
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190110/48001F003202511190110/brudne_48001F003202511190110_x008_y002.bmp,0.6824625730514526,0.9987846010084436,0.8384464729049314,0.9989297533091991,0.894615621046425
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190118/48001F003202511190118 czarno/brudne_48001F003202511190118 czarno_x008_y002.bmp,0.6822701692581177,0.9994352104682952,0.8378357489113577,0.9995901837583836,0.8944498011078167
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190114/48001F003202511190114/brudne_48001F003202511190114_x008_y002.bmp,0.6821409463882446,0.9991731158689084,0.8374255724497506,0.999324132825092,0.8940900685811201
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190036/48001F003202511190036/brudne_48001F003202511190036_x004_y002.bmp,0.6824144124984741,0.9965260236125204,0.838293602710753,0.9966370825502343,0.8937138206545716
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190099/48001F003202511190099 czarno/brudne_48001F003202511190099 czarno_x002_y002.bmp,0.6882613897323608,0.9611964262270276,0.8568529524237669,0.9607741827452844,0.893225383036298
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190099/48001F003202511190099/brudne_48001F003202511190099_x002_y002.bmp,0.6885131001472473,0.959017681596709,0.8576519262232903,0.9585625498323722,0.8929706444864689
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190036/48001F003202511190036 czarno/brudne_48001F003202511190036 czarno_x004_y002.bmp,0.6819711923599243,0.996507516305762,0.836886742854429,0.9966182958745556,0.8927927864114733
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190095/48001F003202511190095/brudne_48001F003202511190095_x003_y002.bmp,0.7144661545753479,0.8075449084171163,0.9400315548731891,0.8048032859368757,0.8927016607454794
/content/drive/MyDrive/project/data/car_data_tiles/brudne/202511190114/48001F003202511190114 czarno/brudne_48001F003202511190114 czarno_x008_y002.bmp,0.6812020540237427,0.999180818406601,0.834445360446413,0.9993319516330592,0.8921556673617392
